customer_id,application_id,application_hour,application_day_of_week,account_open_year,referral_code,random_noise_1,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,preferred_contact_encoded,account_status_encoded,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code,loan_term,interest_rate,loan_to_value_ratio,loan_officer_id,marketing_campaign,loan_amount,loan_purpose,origination_channel,loan_type,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow
100010,552642,3,6,2014,REF0000,-1.1308545592918802,16,1,1,1,1,0,49,38900.0,1.8,0,0,1,0,758,14,8.6,103.2,43100.0,0.0,0,0,0,0,0.31,NJ,5.2,82000,2270.0,133.0,115.0,579,0,0.1779,0.0,1017,O,10000.0,4,1,2,3241.67,892.32,300.0,0.37,0.37,0.09,0.27,11637.0,11637.0,31463.0,1192.32,14307.84,0.26,21637.0,2049.35
100011,593174,20,1,2022,REF0000,-0.3371518192035331,7,6,1,1,0,2,45,39800.0,5.4,0,3,1,0,721,5,7.8,93.6,121100.0,0.0,3,3,0,0,0.163,NY,5.6,72000,1460.0,152.0,119.0,100,0,0.1764,0.0,998,I,13200.0,4,2,2,3316.67,453.67,396.0,0.26,0.26,0.12,0.36,43838.2,43838.2,77261.8,849.67,10196.04,0.33,57038.2,2467.0
100012,569819,17,4,2013,REF0000,0.0141087142657328,9,1,1,1,1,0,31,36400.0,7.3,0,2,1,0,746,10,13.0,156.0,33100.0,0.0,1,1,0,0,0.403,TX,4.4,61000,1300.0,109.0,88.0,399,360,0.0452,0.816,1002,E,266800.0,6,2,1,3033.33,641.84,1355.01,0.66,0.66,0.45,0.26,8606.0,8606.0,24494.0,1996.85,23962.2,7.33,275406.0,1036.48
100013,642310,11,2,2018,REF0000,0.9496914796050404,28,1,0,1,1,1,60,27700.0,7.4,0,1,1,3,776,11,9.7,116.4,42400.0,0.0,0,0,0,0,0.26,NC,4.5,54000,1310.0,101.0,83.0,208,180,0.0455,0.792,1046,U,117000.0,1,2,1,2308.33,437.25,898.03,0.58,0.58,0.39,0.06,2713.6,2713.6,39686.4,1335.28,16023.36,4.22,119713.6,973.05
100014,612841,3,2,2012,REF0000,0.9350493065815312,10,0,1,1,0,3,40,57600.0,3.4,0,4,1,2,726,11,7.1,85.19999999999999,142500.0,0.0,2,2,0,0,0.381,TN,3.4,53000,1200.0,101.0,87.0,150,0,0.1752,0.0,1074,A,5800.0,4,3,2,4800.0,1889.53,174.0,0.43,0.43,0.04,0.63,89775.0,89775.0,52725.0,2063.53,24762.36,0.1,95575.0,2736.47
100015,560042,19,0,2023,REF0000,0.6240802556205268,12,0,0,0,1,0,36,48900.0,5.4,0,4,0,1,758,11,1.1,13.2,55600.0,0.0,0,0,0,0,0.267,FL,4.2,55000,1450.0,110.0,89.0,865,12,0.1054,0.0,1086,T,18900.0,0,2,0,4075.0,774.55,1666.36,0.6,0.6,0.41,0.42,23185.2,23185.2,32414.8,2440.91,29290.92,0.39,42085.2,1634.09
100016,642729,21,6,2021,REF0000,1.073931989978177,19,4,1,1,0,2,45,33300.0,12.6,0,4,1,2,693,9,13.5,162.0,61900.0,0.0,1,1,0,0,0.309,OH,4.6,56000,1280.0,88.0,85.0,827,0,0.1653,0.0,1042,S,10600.0,4,2,2,2775.0,1011.23,318.0,0.48,0.48,0.12,0.37,22717.3,22717.3,39182.7,1329.23,15950.76,0.32,33317.3,1445.77
100017,614821,21,4,2010,REF0000,0.2492323413004417,10,1,0,1,0,0,52,40500.0,1.5,1,1,1,2,765,21,6.1,73.19999999999999,37600.0,0.0,2,2,0,0,0.334,TX,4.3,61000,1340.0,106.0,82.0,899,36,0.094,0.0,999,L,17100.0,7,3,0,3375.0,395.97,546.96,0.28,0.28,0.16,0.08,2932.8,2932.8,34667.2,942.93,11315.16,0.42,20032.8,2432.07
100018,612647,17,0,2021,REF0000,0.2510768978275771,7,2,1,0,0,4,30,41200.0,0.9,1,4,0,0,622,2,1.5,18.0,35300.0,0.0,1,1,0,0,0.224,FL,5.0,55000,1260.0,122.0,91.0,305,360,0.0825,0.661,1081,E,443700.0,6,1,1,3433.33,489.93,3333.37,1.11,1.11,0.97,0.38,13590.5,13590.5,21709.5,3823.3,45879.6,10.77,457290.5,-389.97
100019,551880,12,0,2022,REF4163,0.6521972556269214,11,0,1,0,0,3,56,32200.0,2.6,0,0,1,0,755,20,10.7,128.39999999999998,71800.0,0.0,1,1,0,0,0.442,TN,4.2,53000,1330.0,105.0,87.0,233,360,0.0566,0.84,1075,T,434500.0,1,2,1,2683.0,872.3,2510.84,1.26,1.26,0.94,0.55,39346.4,39346.4,32453.6,3383.14,40597.68,13.49,473846.4,-699.81
100020,628899,11,4,2014,REF0000,-0.3082286378981055,8,1,1,1,0,4,62,22600.0,6.1,0,3,2,1,723,19,21.2,254.4,22300.0,0.0,2,2,0,0,0.611,NY,4.4,72000,1620.0,139.0,114.0,200,24,0.1309,0.0,997,F,27200.0,0,3,0,1883.33,656.83,1294.29,1.04,1.04,0.69,0.33,7359.0,7359.0,14941.0,1951.12,23413.44,1.2,34559.0,-67.79
100021,554876,20,4,2014,REF0000,-0.5273306000837122,6,4,1,0,0,2,19,20000.0,1.7,0,4,0,2,631,0,1.0,12.0,35800.0,0.0,2,2,0,0,0.188,IL,4.9,65000,1510.0,104.0,93.0,478,36,0.1458,0.0,1071,M,22500.0,2,2,0,1667.0,229.43,775.35,0.6,0.6,0.46,0.49,17542.0,17542.0,18258.0,1004.78,12057.36,1.12,40042.0,661.89
100022,611485,0,6,2013,REF0000,0.2939838202946412,10,3,0,1,1,4,43,38500.0,3.8,0,1,1,1,718,7,22.8,273.6,66400.0,0.0,0,0,0,0,0.452,CA,5.2,75000,1620.0,159.0,135.0,418,0,0.1693,0.0,1048,A,7000.0,4,3,2,3208.33,903.6,210.0,0.35,0.35,0.06,0.44,28950.4,28950.4,37449.6,1113.6,13363.2,0.18,35950.4,2094.73
100023,547280,13,2,2020,REF0000,1.2651521244882624,15,1,0,0,1,1,47,59300.0,3.7,0,1,1,1,716,11,12.1,145.2,75900.0,0.0,2,2,0,0,0.449,MI,6.2,57000,1410.0,102.0,91.0,802,360,0.0684,0.774,1075,K,134500.0,6,2,1,4941.67,1829.17,880.43,0.55,0.55,0.18,0.2,14800.5,14800.5,61099.5,2709.6,32515.2,2.27,149300.5,2232.07
100024,627043,0,5,2013,REF0000,1.4252459858555568,13,2,0,1,0,1,52,21400.0,5.0,0,1,1,0,700,14,13.7,164.39999999999998,35200.0,0.0,1,1,0,0,0.475,NJ,5.5,82000,2000.0,126.0,110.0,887,180,0.0675,0.683,1014,G,113700.0,6,3,1,1783.33,664.66,1006.14,0.94,0.94,0.56,0.43,15100.8,15100.8,20099.2,1670.8,20049.6,5.31,128800.8,112.53
100025,636088,6,1,2015,REF9668,-0.0441831172131421,10,3,0,1,1,1,44,58500.0,9.4,0,1,1,1,744,6,11.7,140.39999999999998,189700.0,0.0,2,2,0,0,0.235,MA,4.2,81000,1880.0,150.0,132.0,806,0,0.1739,0.0,1099,W,2200.0,4,3,2,4875.0,1318.43,66.0,0.28,0.28,0.01,0.63,119700.7,119700.7,69999.3,1384.43,16613.16,0.04,121900.7,3490.57
100026,603866,11,2,2020,REF0000,1.8651156342707096,8,2,1,1,0,4,34,78100.0,11.5,0,0,0,0,764,11,4.0,48.0,222100.0,0.0,2,2,0,0,0.184,TN,4.6,53000,1210.0,104.0,81.0,887,48,0.1018,0.0,1070,G,22200.0,2,2,0,6508.33,325.81,564.97,0.14,0.14,0.09,0.59,131261.1,131261.1,90838.9,890.78,10689.36,0.28,153461.1,5617.55
100027,567742,11,1,2010,REF0000,-0.0654845764078426,6,0,0,1,0,1,24,30700.0,1.3,0,0,1,1,688,0,6.0,72.0,29800.0,0.0,2,2,0,0,0.137,MI,5.5,57000,1440.0,97.0,79.0,190,36,0.1225,0.0,1078,W,10800.0,0,3,0,2558.33,270.33,360.01,0.25,0.25,0.14,0.84,24912.8,24912.8,4887.2,630.34,7564.08,0.35,35712.8,1927.99
100028,600467,20,2,2014,REF3859,2.17850636233822,15,1,1,0,0,2,48,78300.0,1.3,0,1,1,3,796,11,7.8,93.6,265600.0,0.0,0,0,0,0,0.346,VA,3.9,74000,1710.0,127.0,105.0,543,36,0.1077999999999999,0.0,1088,Q,27300.0,0,3,0,6525.0,482.37,890.93,0.21,0.21,0.14,0.54,143955.2,143955.2,121644.8,1373.3,16479.6,0.35,171255.2,5151.7
100029,564175,13,1,2018,REF0000,-1.4118176839869825,6,1,1,1,1,0,30,36800.0,6.7,0,1,0,0,709,6,8.9,106.8,26700.0,0.0,3,3,0,1,0.307,CA,5.7,75000,1650.0,154.0,120.0,127,36,0.1234,0.0,1044,U,21900.0,2,2,0,3066.67,414.33,730.95,0.37,0.37,0.24,0.68,18182.7,18182.7,8517.3,1145.28,13743.36,0.6,40082.7,1921.39
100030,564345,5,4,2021,REF0000,-1.252247583667194,22,2,0,0,0,1,55,26100.0,7.0,0,1,1,1,765,16,12.1,145.2,74400.0,0.0,1,1,0,0,0.369,CA,6.0,75000,1690.0,156.0,124.0,698,360,0.0619,0.85,1043,K,522800.0,1,1,1,2175.0,781.63,3198.6,1.83,1.83,1.47,0.56,41664.0,41664.0,32736.0,3980.23,47762.76,20.03,564464.0,-1805.23
100031,558335,23,4,2012,REF0000,0.6488746809084336,11,3,1,1,0,1,49,32900.0,10.7,2,4,1,0,760,14,8.9,106.8,25700.0,0.0,0,0,0,0,0.339,NY,5.0,72000,1720.0,144.0,120.0,580,360,0.0619,0.851,1002,F,385800.0,1,1,1,2742.0,730.03,2360.4,1.13,1.13,0.86,0.36,9354.8,9354.8,16345.2,3090.43,37085.16,11.73,395154.8,-348.76
100032,637941,19,6,2017,REF0000,1.3411233009900931,15,1,0,0,1,4,52,45300.0,8.3,2,1,1,1,690,9,14.8,177.60000000000002,45800.0,0.0,3,3,0,1,0.413,GA,4.0,58000,1570.0,103.0,79.0,128,360,0.0611,0.909,1004,T,250900.0,1,1,1,3775.0,1132.37,1522.06,0.7,0.7,0.4,0.44,20014.6,20014.6,25785.4,2654.43,31853.16,5.54,270914.6,1120.57
100033,614722,19,3,2010,REF0000,-1.1491925762957091,8,0,1,0,1,4,44,43700.0,4.9,0,3,0,1,682,5,10.7,128.39999999999998,66200.0,0.0,1,1,0,0,0.303,TX,4.1,61000,1510.0,103.0,90.0,880,48,0.1523,0.0,1005,F,27100.0,0,1,0,3642.0,917.83,757.38,0.46,0.46,0.21,0.36,23699.6,23699.6,42500.4,1675.21,20102.52,0.62,50799.6,1966.46
100034,637944,21,1,2013,REF5316,-0.4628124923554579,11,0,1,1,1,1,37,118900.0,1.5,3,4,1,2,771,13,8.2,98.4,211700.0,0.0,5,5,0,0,0.284,CA,5.6,75000,2040.0,170.0,139.0,158,24,0.1164,0.0,1048,N,20700.0,2,1,0,9908.33,2201.94,970.94,0.32,0.32,0.1,0.62,131254.0,131254.0,80446.0,3172.88,38074.56,0.17,151954.0,6735.45
100035,600783,2,3,2013,REF7260,0.350845722933669,11,1,1,1,0,1,33,31600.0,5.9,1,4,0,1,756,5,3.8,45.6,38800.0,0.0,1,1,0,0,0.165,WI,4.0,60000,1590.0,108.0,88.0,125,36,0.1043,0.0,1091,G,17300.0,5,2,0,2633.33,315.0,561.72,0.33,0.33,0.21,0.52,19982.0,19982.0,18818.0,876.72,10520.64,0.55,37282.0,1756.61
100036,563641,7,1,2013,REF2390,-0.2704177761118191,7,3,1,1,1,2,30,72500.0,6.5,2,2,1,1,719,5,7.5,90.0,92700.0,0.0,1,1,0,0,0.33,TX,3.9,61000,1680.0,98.0,102.0,676,48,0.1113,0.0,1005,G,1300.0,0,3,0,6041.67,2173.13,33.68,0.36,0.37,0.01,0.55,50706.9,50706.9,41993.1,2206.81,26481.72,0.02,52006.9,3834.86
100037,635514,3,3,2014,REF0000,0.9942575811770664,7,0,1,1,1,2,39,37300.0,1.5,1,2,1,1,772,10,13.5,162.0,94800.0,0.0,2,2,0,0,0.355,AZ,4.5,58000,1260.0,119.0,97.0,271,36,0.1224,0.0,1079,U,21100.0,7,2,0,3108.33,449.75,703.24,0.37,0.37,0.23,0.44,42186.0,42186.0,52614.0,1152.99,13835.88,0.57,63286.0,1955.34
100038,629560,12,4,2022,REF0000,0.8273626118884669,14,2,1,1,0,3,47,48500.0,3.7,0,2,1,2,736,10,8.9,106.8,85400.0,0.0,4,4,0,0,0.247,NC,4.1,54000,1220.0,110.0,90.0,917,0,0.1673,0.0,1053,G,6900.0,4,3,2,4041.67,259.77,207.0,0.12,0.12,0.05,0.44,37917.6,37917.6,47482.4,466.77,5601.24,0.14,44817.6,3574.9
100039,619202,7,3,2017,REF0000,-0.2358333274448176,5,1,0,1,0,4,36,38500.0,3.4,0,4,0,1,766,14,13.7,164.39999999999998,110300.0,0.0,1,1,0,0,0.329,FL,5.3,55000,1320.0,112.0,93.0,555,0,0.1676,0.0,1079,Y,16400.0,4,1,2,3208.33,661.03,492.0,0.36,0.36,0.15,0.67,73901.0,73901.0,36399.0,1153.03,13836.36,0.43,90301.0,2055.3
100040,634300,16,6,2021,REF0000,-0.558170875710089,12,1,0,0,0,4,45,33800.0,3.6,1,4,1,1,681,10,11.6,139.2,77200.0,0.0,4,4,0,0,0.368,MI,5.2,57000,1420.0,92.0,83.0,608,0,0.1889999999999999,0.0,1081,E,11300.0,4,2,2,2816.67,751.31,339.0,0.39,0.39,0.12,0.47,36515.6,36515.6,40684.4,1090.31,13083.72,0.33,47815.6,1726.36
100041,553653,1,5,2014,REF0000,-0.1532880900390577,10,2,1,1,0,4,39,73300.0,10.1,1,1,0,0,772,5,9.6,115.2,138200.0,0.0,0,0,0,0,0.33,CA,6.0,75000,1690.0,152.0,132.0,235,0,0.1722,0.0,1048,K,1600.0,4,2,2,6108.0,1387.26,48.0,0.24,0.23,0.01,0.69,95634.4,95634.4,42565.6,1435.26,17223.12,0.02,97234.4,4673.07
100042,577122,6,4,2016,REF0000,-1.1942469413794083,3,1,1,0,0,1,28,22300.0,4.5,0,4,1,3,670,1,10.0,120.0,54100.0,0.0,2,2,1,0,0.133,TX,3.8,61000,1450.0,105.0,96.0,560,360,0.0677,0.781,1004,L,323700.0,6,1,1,1858.33,425.59,2103.82,1.36,1.36,1.13,0.49,26292.6,26292.6,27807.4,2529.41,30352.92,14.52,349992.6,-671.08
100043,579753,8,2,2015,REF8122,0.1738378044848477,9,3,1,0,0,2,36,34500.0,7.1,0,3,1,0,666,15,11.6,139.2,86600.0,0.0,0,0,1,0,0.449,CA,5.4,75000,1670.0,158.0,117.0,800,360,0.0748,0.691,1041,B,210700.0,6,2,1,2875.0,633.61,1470.36,0.73,0.73,0.51,0.39,0.0,34120.4,52479.6,2103.97,25247.64,6.11,244820.4,771.03
100044,554715,17,2,2018,REF0000,1.1943746922592249,8,0,1,1,0,3,29,69400.0,4.8,0,2,1,1,696,10,11.0,132.0,208200.0,0.0,5,5,0,0,0.348,OH,4.7,56000,1290.0,86.0,74.0,386,60,0.1274,0.0,1045,U,17200.0,5,3,0,5783.33,1620.18,389.07,0.35,0.35,0.07,0.28,57671.4,57671.4,150528.6,2009.25,24111.0,0.25,74871.4,3774.08
100045,590578,23,6,2021,REF0000,0.0113783909536069,12,4,1,1,1,2,36,37100.0,1.8,2,0,0,1,738,7,17.0,204.0,108500.0,0.0,2,2,0,0,0.422,MO,3.9,55000,1290.0,93.0,80.0,603,360,0.0487999999999999,0.778,1058,K,268600.0,1,2,1,3091.67,717.44,1422.27,0.69,0.69,0.46,0.71,76601.0,76601.0,31899.0,2139.71,25676.52,7.24,345201.0,951.96
100046,616998,4,4,2017,REF0000,1.447753897710351,6,1,1,1,1,3,36,41400.0,5.1,0,2,1,1,707,2,3.8,45.6,97100.0,0.0,1,1,0,1,0.229,IN,4.4,55000,1440.0,98.0,80.0,964,24,0.1085999999999999,0.0,1045,N,12300.0,5,3,0,3450.0,426.91,572.48,0.29,0.29,0.17,0.25,24177.9,24177.9,72922.1,999.39,11992.68,0.3,36477.9,2450.61
100047,623688,8,3,2017,REF0000,0.916410004650644,4,2,1,0,0,2,20,20000.0,2.5,0,4,1,3,707,12,2.0,24.0,34400.0,0.0,1,1,0,0,0.27,TX,3.8,61000,1430.0,102.0,89.0,494,360,0.0661,0.887,997,K,206900.0,1,2,1,1666.67,160.88,1322.75,0.89,0.89,0.79,0.39,13416.0,13416.0,20984.0,1483.63,17803.56,10.34,220316.0,183.04
100048,628784,20,3,2014,REF0000,-0.3828057312722411,11,1,1,0,1,3,54,47600.0,1.8,2,1,2,1,745,9,10.8,129.60000000000002,40300.0,0.0,1,1,0,0,0.241,FL,5.5,55000,1460.0,117.0,99.0,948,0,0.1705999999999999,0.0,1080,I,3300.0,4,1,2,3967.0,1133.37,99.0,0.31,0.31,0.02,0.11,4513.6,4513.6,35786.4,1232.37,14788.44,0.07,7813.6,2734.3
100049,585725,0,6,2018,REF0000,2.5883080796637974,8,1,1,1,0,0,49,46900.0,4.5,0,2,0,1,761,11,8.0,96.0,110400.0,0.0,2,2,0,0,0.259,IL,4.8,65000,1320.0,97.0,79.0,301,36,0.0956,0.0,1069,G,27900.0,2,3,0,3908.0,757.33,894.5,0.42,0.42,0.23,0.2,21528.0,21528.0,88872.0,1651.83,19821.96,0.59,49428.0,2256.5
100050,594626,4,6,2010,REF0000,-0.9596919477947456,7,3,1,1,0,1,31,54300.0,9.3,0,4,1,2,699,2,13.0,156.0,156700.0,0.0,0,0,0,0,0.278,MI,5.4,57000,1340.0,98.0,85.0,399,36,0.1281,0.0,1075,G,9700.0,0,2,0,4525.0,849.71,325.94,0.26,0.26,0.07,0.65,101228.2,101228.2,55471.8,1175.65,14107.8,0.18,110928.2,3349.35
100051,568771,17,4,2023,REF0000,0.2847144328555629,9,2,1,1,0,3,40,66800.0,6.7,2,2,1,1,731,10,19.9,238.8,181800.0,0.0,4,4,0,0,0.345,PA,4.7,61000,1580.0,95.0,83.0,769,0,0.1671,0.0,1014,N,9800.0,4,2,2,5567.0,553.47,294.0,0.15,0.15,0.05,0.32,57448.8,57448.8,124351.2,847.47,10169.64,0.15,67248.8,4719.2
100052,607795,20,6,2017,REF0000,-0.2315733009676633,7,3,0,1,0,1,19,20000.0,1.1,1,3,0,2,612,6,1.0,12.0,24600.0,1.0,3,3,0,0,0.132,CA,5.4,75000,2010.0,159.0,129.0,836,180,0.0902999999999999,0.869,1050,H,392900.0,1,1,1,1666.67,476.48,3992.07,2.68,2.68,2.4,0.52,12669.0,12669.0,11931.0,4468.55,53622.6,19.64,405569.0,-2801.88
100053,633016,3,3,2013,REF0000,1.2698391008234498,8,2,0,0,0,3,44,25800.0,8.4,0,3,1,4,718,9,5.4,64.80000000000001,61600.0,0.0,1,1,0,0,0.207,CA,5.6,75000,1800.0,164.0,128.0,854,36,0.1277,0.0,1041,M,21700.0,5,2,0,2150.0,309.91,728.76,0.48,0.48,0.34,0.67,41395.2,41395.2,20204.8,1038.67,12464.04,0.84,63095.2,1111.33
100054,557612,4,2,2017,REF0000,-1.1200339697611663,5,3,1,1,0,0,28,65000.0,6.7,0,1,1,1,680,5,9.4,112.8,121300.0,0.0,2,2,0,0,0.274,MO,3.9,55000,1370.0,106.0,86.0,580,360,0.0602,0.921,1057,N,64100.0,1,2,1,5416.67,1453.47,385.14,0.34,0.34,0.07,0.42,51067.3,51067.3,70232.7,1838.61,22063.32,0.99,115167.3,3578.06
100055,583471,15,5,2019,REF8537,-0.1741700893057463,9,6,0,1,1,2,44,20000.0,2.6,1,3,1,1,721,11,11.9,142.8,12700.0,0.0,1,1,0,0,0.422,CA,5.6,75000,1690.0,159.0,126.0,604,360,0.0496,0.849,1042,Q,300600.0,6,2,1,1666.67,187.34,1606.35,1.08,1.08,0.96,0.84,10642.6,10642.6,2057.4,1793.69,21524.28,15.03,311242.6,-127.02
100056,634996,9,5,2019,REF0000,-0.5402689224630838,9,3,1,1,0,4,40,61700.0,6.1,0,1,1,3,744,8,10.7,128.39999999999998,52300.0,0.0,2,2,0,0,0.277,TX,3.8,61000,1550.0,101.0,89.0,526,60,0.0925,0.0,1004,T,8500.0,0,2,0,5141.67,1959.79,177.48,0.42,0.42,0.04,0.5,26306.9,26306.9,25993.1,2137.27,25647.24,0.14,34806.9,3004.4
100057,576179,4,0,2022,REF4108,0.6995256276358107,15,3,1,1,0,3,44,47700.0,4.1,0,1,0,2,665,12,10.3,123.6,28100.0,0.0,3,3,0,0,0.409,MO,3.9,55000,1450.0,98.0,79.0,961,48,0.1352,0.0,1052,L,15900.0,0,3,0,3975.0,1039.58,430.67,0.37,0.37,0.11,0.29,8261.4,8261.4,19838.6,1470.25,17643.0,0.33,24161.4,2504.75
100058,582809,1,5,2011,REF0000,0.0175132925402328,9,2,1,1,0,1,40,78400.0,4.9,2,0,0,0,749,8,13.6,163.2,72300.0,0.0,1,1,0,0,0.276,NC,4.0,54000,1270.0,112.0,88.0,618,360,0.0576,0.752,1054,E,270700.0,6,2,1,6533.33,1111.22,1581.45,0.41,0.41,0.24,0.72,52345.2,52345.2,19954.8,2692.67,32312.04,3.45,323045.2,3840.66
100059,635991,7,0,2010,REF0000,0.1996758568118634,10,1,0,1,0,0,34,61200.0,4.8,0,1,1,2,718,15,4.8,57.6,123900.0,0.0,1,1,0,0,0.245,NY,5.0,72000,1650.0,140.0,107.0,267,36,0.1267,0.0,1005,C,13300.0,0,2,0,5100.0,1087.84,446.02,0.3,0.3,0.09,0.19,23664.9,23664.9,100235.1,1533.86,18406.32,0.22,36964.9,3566.14
100060,584882,12,4,2018,REF0000,0.5638311965181169,5,3,0,1,0,0,20,20000.0,2.8,0,4,0,1,668,6,2.0,24.0,30700.0,0.0,2,2,0,0,0.286,NJ,5.5,82000,2080.0,137.0,125.0,832,60,0.1336,0.0,1013,R,31400.0,2,2,0,1666.67,232.47,720.25,0.57,0.57,0.43,0.42,12801.9,12801.9,17898.1,952.72,11432.64,1.57,44201.9,713.95
