prob_default,pred_bestF1_0.15,customer_id,,,,,,
0.298245614,1,100081,,,,,,
0.002967359,0,100082,,,,,,
0.080347448,0,100083,,,,,,
0.020100503,0,100084,,,,,,
0.016736402,0,100085,,,,,,
0.054380665,0,100086,,,,,,
0.125,0,100087,,,,,,
0.01878287,0,100088,,,,,,
0.018726592,0,100089,,,,,,
0.035409035,0,100090,,,,,,
0.007153076,0,100091,,,,,,
0.007153076,0,100092,,,,,,
0.018726592,0,100093,,,,,,
0.024497487,0,100094,,,,,,
0.016736402,0,100095,,,,,,
0.020100503,0,100096,,,,,,
0.007153076,0,100097,,,,,,
0.019543974,0,100098,,,,,,
0.095238095,0,100099,,,,,,
0.206632653,1,100100,,,,,,
0.018726592,0,100101,,,,,,
0.016736402,0,100102,,,,,,
0.035409035,0,100103,,,,,,
0.016736402,0,100104,,,,,,
0.016736402,0,100105,,,,,,
0,0,100106,,,,,,
0.01878287,0,100107,,,,,,
0.007153076,0,100108,,,,,,
0.007153076,0,100109,,,,,,
0.032366071,0,100110,,,,,,
0.01878287,0,100111,,,,,,
0.024497487,0,100112,,,,,,
0.035409035,0,100113,,,,,,
0.095238095,0,100114,,,,,,
0.004694836,0,100115,,,,,,
0.016736402,0,100116,,,,,,
0.024464832,0,100117,,,,,,
0.035409035,0,100118,,,,,,
0.080347448,0,100119,,,,,,
0.004694836,0,100120,,,,,,
0.016736402,0,100121,,,,,,
0.007153076,0,100122,,,,,,
0.024497487,0,100123,,,,,,
0.007153076,0,100124,,,,,,
0.007153076,0,100125,,,,,,
0.206632653,1,100126,,,,,,
0,0,100127,,,,,,
0.007153076,0,100128,,,,,,
0.018726592,0,100129,,,,,,
0,0,100130,,,,,,
0.080347448,0,100131,,,,,,
0.01878287,0,100132,,,,,,
0.018726592,0,100133,,,,,,
0.040662651,0,100134,,,,,,
0.024497487,0,100135,,,,,,
0.016736402,0,100136,,,,,,
0.016736402,0,100137,,,,,,
0.016736402,0,100138,,,,,,
0.032366071,0,100139,,,,,,
0.01878287,0,100140,,,,,,
0.125,0,100141,,,,,,
0.054380665,0,100142,,,,,,
0.024497487,0,100143,,,,,,
0.016736402,0,100144,,,,,,
0.206632653,1,100145,,,,,,
0.080347448,0,100146,,,,,,
0.018726592,0,100147,,,,,,
0.024497487,0,100148,,,,,,
0.131078224,0,100149,,,,,,
0.01878287,0,100150,,,,,,
0.007153076,0,100151,,,,,,
0.040662651,0,100152,,,,,,
0.007153076,0,100153,,,,,,
0.125,0,100154,,,,,,
0.058394161,0,100155,,,,,,
0.007153076,0,100156,,,,,,
0.035409035,0,100157,,,,,,
0.007153076,0,100158,,,,,,
0.007153076,0,100159,,,,,,
0.035409035,0,100160,,,,,,
0.018726592,0,100161,,,,,,
0.007153076,0,100162,,,,,,
0.032366071,0,100163,,,,,,
0.019543974,0,100164,,,,,,
0.058394161,0,100165,,,,,,
0.206632653,1,100166,,,,,,
0.298245614,1,100167,,,,,,
0.007153076,0,100168,,,,,,
0.007153076,0,100169,,,,,,
0,0,100170,,,,,,
0.080347448,0,100171,,,,,,
0.018726592,0,100172,,,,,,
0.024497487,0,100173,,,,,,
0.035409035,0,100174,,,,,,
0.01878287,0,100175,,,,,,
0.024497487,0,100176,,,,,,
0.009876543,0,100177,,,,,,
0.004694836,0,100178,,,,,,
0.007153076,0,100179,,,,,,
0.024497487,0,100180,,,,,,
0.009876543,0,100181,,,,,,
0.035409035,0,100182,,,,,,
0.018726592,0,100183,,,,,,
0.080347448,0,100184,,,,,,
0.01369863,0,100185,,,,,,
0.007153076,0,100186,,,,,,
0.058394161,0,100187,,,,,,
0.024497487,0,100188,,,,,,
0.016736402,0,100189,,,,,,
0.002967359,0,100190,,,,,,
0.024497487,0,100191,,,,,,
0.073308271,0,100192,,,,,,
0.035409035,0,100193,,,,,,
0.016736402,0,100194,,,,,,
0.016736402,0,100195,,,,,,
0.206632653,1,100196,,,,,,
0.206632653,1,100197,,,,,,
0.018726592,0,100198,,,,,,
0.01369863,0,100199,,,,,,
0.080347448,0,100200,,,,,,
0.007153076,0,100201,,,,,,
0.007153076,0,100202,,,,,,
0.040662651,0,100203,,,,,,
0.007153076,0,100204,,,,,,
0.007153076,0,100205,,,,,,
0.095238095,0,100206,,,,,,
0.007153076,0,100207,,,,,,
0.054380665,0,100208,,,,,,
0.024497487,0,100209,,,,,,
0.018726592,0,100210,,,,,,
0.004694836,0,100211,,,,,,
0.007153076,0,100212,,,,,,
0.007153076,0,100213,,,,,,
0.035409035,0,100214,,,,,,
0.007153076,0,100215,,,,,,
0.058394161,0,100216,,,,,,
0.163793103,1,100217,,,,,,
0.007153076,0,100218,,,,,,
0.007153076,0,100219,,,,,,
0.080347448,0,100220,,,,,,
0.004694836,0,100221,,,,,,
0.058394161,0,100222,,,,,,
0.080347448,0,100223,,,,,,
0.01878287,0,100224,,,,,,
0.019543974,0,100225,,,,,,
0.073308271,0,100226,,,,,,
0.002967359,0,100227,,,,,,
0.018726592,0,100228,,,,,,
0.007153076,0,100229,,,,,,
0.058394161,0,100230,,,,,,
0.073308271,0,100231,,,,,,
0.007153076,0,100232,,,,,,
0.007153076,0,100233,,,,,,
0.007153076,0,100234,,,,,,
0.024497487,0,100235,,,,,,
0.040662651,0,100236,,,,,,
0.080347448,0,100237,,,,,,
0.040662651,0,100238,,,,,,
0.024497487,0,100239,,,,,,
0.054380665,0,100240,,,,,,
0.004694836,0,100241,,,,,,
0.080347448,0,100242,,,,,,
0.007153076,0,100243,,,,,,
0.035409035,0,100244,,,,,,
0.058394161,0,100245,,,,,,
0.032366071,0,100246,,,,,,
0.01878287,0,100247,,,,,,
0.018726592,0,100248,,,,,,
0.016736402,0,100249,,,,,,
0.035409035,0,100250,,,,,,
0.018726592,0,100251,,,,,,
0,0,100252,,,,,,
0.024464832,0,100253,,,,,,
0.018726592,0,100254,,,,,,
0.007153076,0,100255,,,,,,
0.018726592,0,100256,,,,,,
0.024497487,0,100257,,,,,,
0.035409035,0,100258,,,,,,
0.016736402,0,100259,,,,,,
0.206632653,1,100260,,,,,,
0.01878287,0,100261,,,,,,
0.040662651,0,100262,,,,,,
0.020100503,0,100263,,,,,,
0.020100503,0,100264,,,,,,
0.206632653,1,100265,,,,,,
0.01878287,0,100266,,,,,,
0.020100503,0,100267,,,,,,
0.007153076,0,100268,,,,,,
0.024497487,0,100269,,,,,,
0.058394161,0,100270,,,,,,
0.131078224,0,100271,,,,,,
0.007153076,0,100272,,,,,,
0.01878287,0,100273,,,,,,
0.095238095,0,100274,,,,,,
0.0244715,0,100275,,,,,,
0.018726592,0,100276,,,,,,
0.01878287,0,100277,,,,,,
0.035409035,0,100278,,,,,,
0.01369863,0,100279,,,,,,
0.01878287,0,100280,,,,,,
0.016736402,0,100281,,,,,,
0.007153076,0,100282,,,,,,
0.007153076,0,100283,,,,,,
0.032366071,0,100284,,,,,,
0.016736402,0,100285,,,,,,
0.131078224,0,100286,,,,,,
0.024497487,0,100287,,,,,,
0.040662651,0,100288,,,,,,
0.024497487,0,100289,,,,,,
0.040662651,0,100290,,,,,,
0.040662651,0,100291,,,,,,
0.019543974,0,100292,,,,,,
0.040662651,0,100293,,,,,,
0.095238095,0,100294,,,,,,
0.024497487,0,100295,,,,,,
0.073308271,0,100296,,,,,,
0.007153076,0,100297,,,,,,
0,0,100298,,,,,,
0.007153076,0,100299,,,,,,
0.019543974,0,100300,,,,,,
0.073308271,0,100301,,,,,,
0.125,0,100302,,,,,,
0.016736402,0,100303,,,,,,
0.016736402,0,100304,,,,,,
0.131078224,0,100305,,,,,,
0.002967359,0,100306,,,,,,
0.016736402,0,100307,,,,,,
0.016736402,0,100308,,,,,,
0.016736402,0,100309,,,,,,
0.024497487,0,100310,,,,,,
0.040662651,0,100311,,,,,,
0.035409035,0,100312,,,,,,
0.006839172,0,100313,,,,,,
0.018726592,0,100314,,,,,,
0.080347448,0,100315,,,,,,
0.016736402,0,100316,,,,,,
0.131078224,0,100317,,,,,,
0.429487179,1,100318,,,,,,
0.018726592,0,100319,,,,,,
0.01878287,0,100320,,,,,,
0.024464832,0,100321,,,,,,
0.125,0,100322,,,,,,
0.01878287,0,100323,,,,,,
0.073308271,0,100324,,,,,,
0.073308271,0,100325,,,,,,
0.024497487,0,100326,,,,,,
0.020100503,0,100327,,,,,,
0.024497487,0,100328,,,,,,
0.016736402,0,100329,,,,,,
0.016736402,0,100330,,,,,,
0.020100503,0,100331,,,,,,
0.024497487,0,100332,,,,,,
0.147420147,0,100333,,,,,,
0.007153076,0,100334,,,,,,
0.035409035,0,100335,,,,,,
0.007153076,0,100336,,,,,,
0.01878287,0,100337,,,,,,
0.007153076,0,100338,,,,,,
0.429487179,1,100339,,,,,,
0.095238095,0,100340,,,,,,
0.007153076,0,100341,,,,,,
0,0,100342,,,,,,
0.032366071,0,100343,,,,,,
0.01878287,0,100344,,,,,,
0.125,0,100345,,,,,,
0.024464832,0,100346,,,,,,
0.040662651,0,100347,,,,,,
0.429487179,1,100348,,,,,,
0.019543974,0,100349,,,,,,
0.035409035,0,100350,,,,,,
0.01369863,0,100351,,,,,,
0.007153076,0,100352,,,,,,
0.018726592,0,100353,,,,,,
0.032366071,0,100354,,,,,,
0.206632653,1,100355,,,,,,
0.054380665,0,100356,,,,,,
0.024497487,0,100357,,,,,,
0.007153076,0,100358,,,,,,
0.024497487,0,100359,,,,,,
0.009876543,0,100360,,,,,,
0.002967359,0,100361,,,,,,
0.073308271,0,100362,,,,,,
0.018726592,0,100363,,,,,,
0.206632653,1,100364,,,,,,
0.020100503,0,100365,,,,,,
0.01878287,0,100366,,,,,,
0.024497487,0,100367,,,,,,
0.429487179,1,100368,,,,,,
0.035409035,0,100369,,,,,,
0.131078224,0,100370,,,,,,
0.016736402,0,100371,,,,,,
0.009876543,0,100372,,,,,,
0.007153076,0,100373,,,,,,
0.01878287,0,100374,,,,,,
0.125,0,100375,,,,,,
0.429487179,1,100376,,,,,,
0.020100503,0,100377,,,,,,
0.01878287,0,100378,,,,,,
0.01878287,0,100379,,,,,,
0.606060606,1,100380,,,,,,
0.035409035,0,100381,,,,,,
0.024464832,0,100382,,,,,,
0.016736402,0,100383,,,,,,
0.024497487,0,100384,,,,,,
0.019543974,0,100385,,,,,,
0.040662651,0,100386,,,,,,
0.035409035,0,100387,,,,,,
0.007153076,0,100388,,,,,,
0.125,0,100389,,,,,,
0.035409035,0,100390,,,,,,
0.007153076,0,100391,,,,,,
0.01369863,0,100392,,,,,,
0.024497487,0,100393,,,,,,
0.147420147,0,100394,,,,,,
0.018726592,0,100395,,,,,,
0.032366071,0,100396,,,,,,
0.016736402,0,100397,,,,,,
0.080347448,0,100398,,,,,,
0.01369863,0,100399,,,,,,
0.024497487,0,100400,,,,,,
0.016736402,0,100401,,,,,,
0.007153076,0,100402,,,,,,
0.080347448,0,100403,,,,,,
0.024497487,0,100404,,,,,,
0.035409035,0,100405,,,,,,
0.007153076,0,100406,,,,,,
0.024497487,0,100407,,,,,,
0.080347448,0,100408,,,,,,
0.004694836,0,100409,,,,,,
0.01878287,0,100410,,,,,,
0.018726592,0,100411,,,,,,
0.016736402,0,100412,,,,,,
0.024497487,0,100413,,,,,,
0.018726592,0,100414,,,,,,
0.073308271,0,100415,,,,,,
0.131078224,0,100416,,,,,,
0.040662651,0,100417,,,,,,
0.007153076,0,100418,,,,,,
0.163793103,1,100419,,,,,,
0.040662651,0,100420,,,,,,
0.040662651,0,100421,,,,,,
0.016736402,0,100422,,,,,,
0.058394161,0,100423,,,,,,
0.095238095,0,100424,,,,,,
0.009876543,0,100425,,,,,,
0.131078224,0,100426,,,,,,
0.032366071,0,100427,,,,,,
0.007153076,0,100428,,,,,,
0.019543974,0,100429,,,,,,
0.024497487,0,100430,,,,,,
0.009876543,0,100431,,,,,,
0.035409035,0,100432,,,,,,
0.007153076,0,100433,,,,,,
0.007153076,0,100434,,,,,,
0.054380665,0,100435,,,,,,
0.131078224,0,100436,,,,,,
0.147420147,0,100437,,,,,,
0.035409035,0,100438,,,,,,
0.032366071,0,100439,,,,,,
0.007153076,0,100440,,,,,,
0.024497487,0,100441,,,,,,
0.016736402,0,100442,,,,,,
0.016736402,0,100443,,,,,,
0.007153076,0,100444,,,,,,
0.080347448,0,100445,,,,,,
0.147420147,0,100446,,,,,,
0,0,100447,,,,,,
0.019543974,0,100448,,,,,,
0.040662651,0,100449,,,,,,
0.016736402,0,100450,,,,,,
0.131078224,0,100451,,,,,,
0.007153076,0,100452,,,,,,
0.024497487,0,100453,,,,,,
0.024497487,0,100454,,,,,,
0.131078224,0,100455,,,,,,
0.206632653,1,100456,,,,,,
0.016736402,0,100457,,,,,,
0.01878287,0,100458,,,,,,
0.073308271,0,100459,,,,,,
0.00990099,0,100460,,,,,,
0.125,0,100461,,,,,,
0.080347448,0,100462,,,,,,
0.018726592,0,100463,,,,,,
0.080347448,0,100464,,,,,,
0.035409035,0,100465,,,,,,
0.007153076,0,100466,,,,,,
0.018726592,0,100467,,,,,,
0.002967359,0,100468,,,,,,
0.007153076,0,100469,,,,,,
0.016736402,0,100470,,,,,,
0.147420147,0,100471,,,,,,
0.058394161,0,100472,,,,,,
0.01878287,0,100473,,,,,,
0.080347448,0,100474,,,,,,
0.054380665,0,100475,,,,,,
0.016736402,0,100476,,,,,,
0.004694836,0,100477,,,,,,
0.01878287,0,100478,,,,,,
0.032366071,0,100479,,,,,,
0.040662651,0,100480,,,,,,
0.032366071,0,100481,,,,,,
0.080347448,0,100482,,,,,,
0.024497487,0,100483,,,,,,
0.035409035,0,100484,,,,,,
0.01369863,0,100485,,,,,,
0.01878287,0,100486,,,,,,
0.147420147,0,100487,,,,,,
0.035409035,0,100488,,,,,,
0.125,0,100489,,,,,,
0.007153076,0,100490,,,,,,
0.016736402,0,100491,,,,,,
0.019543974,0,100492,,,,,,
0.024497487,0,100493,,,,,,
0.01369863,0,100494,,,,,,
0.073308271,0,100495,,,,,,
0.058394161,0,100496,,,,,,
0.073308271,0,100497,,,,,,
0.024497487,0,100498,,,,,,
0.018726592,0,100499,,,,,,
0.016736402,0,100500,,,,,,
0.080347448,0,100501,,,,,,
0.018726592,0,100502,,,,,,
0.01369863,0,100503,,,,,,
0.01878287,0,100504,,,,,,
0.01878287,0,100505,,,,,,
0.007153076,0,100506,,,,,,
0.002967359,0,100507,,,,,,
0.01878287,0,100508,,,,,,
0.024497487,0,100509,,,,,,
0.002967359,0,100510,,,,,,
0.007153076,0,100511,,,,,,
0.01878287,0,100512,,,,,,
0.01878287,0,100513,,,,,,
0.007153076,0,100514,,,,,,
0.131078224,0,100515,,,,,,
0.024464832,0,100516,,,,,,
0.095238095,0,100517,,,,,,
0.035409035,0,100518,,,,,,
0.007153076,0,100519,,,,,,
0.024497487,0,100520,,,,,,
0.024497487,0,100521,,,,,,
0.058394161,0,100522,,,,,,
0,0,100523,,,,,,
0.125,0,100524,,,,,,
0.073308271,0,100525,,,,,,
0.019543974,0,100526,,,,,,
0.007153076,0,100527,,,,,,
0.024497487,0,100528,,,,,,
0.024497487,0,100529,,,,,,
0.016736402,0,100530,,,,,,
0.032366071,0,100531,,,,,,
0,0,100532,,,,,,
0.007153076,0,100533,,,,,,
0,0,100534,,,,,,
0.073308271,0,100535,,,,,,
0.009876543,0,100536,,,,,,
0.01878287,0,100537,,,,,,
0.095238095,0,100538,,,,,,
0.009876543,0,100539,,,,,,
0.035409035,0,100540,,,,,,
0.080347448,0,100541,,,,,,
0.020100503,0,100542,,,,,,
0.080347448,0,100543,,,,,,
0.009876543,0,100544,,,,,,
0.00990099,0,100545,,,,,,
0.032366071,0,100546,,,,,,
0.020100503,0,100547,,,,,,
0.035409035,0,100548,,,,,,
0.018726592,0,100549,,,,,,
0.01878287,0,100550,,,,,,
0.032366071,0,100551,,,,,,
0.007153076,0,100552,,,,,,
0.018726592,0,100553,,,,,,
0.007153076,0,100554,,,,,,
0.018726592,0,100555,,,,,,
0.007153076,0,100556,,,,,,
0.024497487,0,100557,,,,,,
0.024497487,0,100558,,,,,,
0.040662651,0,100559,,,,,,
0.007153076,0,100560,,,,,,
0.024497487,0,100561,,,,,,
0.018726592,0,100562,,,,,,
0.206632653,1,100563,,,,,,
0.016736402,0,100564,,,,,,
0.206632653,1,100565,,,,,,
0.007153076,0,100566,,,,,,
0.125,0,100567,,,,,,
0.095238095,0,100568,,,,,,
0.206632653,1,100569,,,,,,
0.035409035,0,100570,,,,,,
0.018726592,0,100571,,,,,,
0.007153076,0,100572,,,,,,
0.032366071,0,100573,,,,,,
0.016736402,0,100574,,,,,,
0.054380665,0,100575,,,,,,
0.024497487,0,100576,,,,,,
0.024497487,0,100577,,,,,,
0.206632653,1,100578,,,,,,
0.040662651,0,100579,,,,,,
0.018726592,0,100580,,,,,,
0.007153076,0,100581,,,,,,
0.131078224,0,100582,,,,,,
0.131078224,0,100583,,,,,,
0.032366071,0,100584,,,,,,
0.016736402,0,100585,,,,,,
0.016736402,0,100586,,,,,,
0.035409035,0,100587,,,,,,
0.024497487,0,100588,,,,,,
0.016736402,0,100589,,,,,,
0,0,100590,,,,,,
0.007153076,0,100591,,,,,,
0.016736402,0,100592,,,,,,
0.016736402,0,100593,,,,,,
0.007153076,0,100594,,,,,,
0.020100503,0,100595,,,,,,
0.131078224,0,100596,,,,,,
0.058394161,0,100597,,,,,,
0.125,0,100598,,,,,,
0.007153076,0,100599,,,,,,
0.007153076,0,100600,,,,,,
0.032366071,0,100601,,,,,,
0.007153076,0,100602,,,,,,
0.206632653,1,100603,,,,,,
0.163793103,1,100604,,,,,,
0.024497487,0,100605,,,,,,
0.024497487,0,100606,,,,,,
0.016736402,0,100607,,,,,,
0.016736402,0,100608,,,,,,
0.004694836,0,100609,,,,,,
0.009876543,0,100610,,,,,,
0.032366071,0,100611,,,,,,
0.020100503,0,100612,,,,,,
0.131078224,0,100613,,,,,,
0.018726592,0,100614,,,,,,
0.007153076,0,100615,,,,,,
0.018726592,0,100616,,,,,,
0.040662651,0,100617,,,,,,
0.016736402,0,100618,,,,,,
0.131078224,0,100619,,,,,,
0.040662651,0,100620,,,,,,
0.080347448,0,100621,,,,,,
0.206632653,1,100622,,,,,,
0.058394161,0,100623,,,,,,
0.073308271,0,100624,,,,,,
0.009876543,0,100625,,,,,,
0.073308271,0,100626,,,,,,
0.01878287,0,100627,,,,,,
0.004694836,0,100628,,,,,,
0.035409035,0,100629,,,,,,
0.01878287,0,100630,,,,,,
0.040662651,0,100631,,,,,,
0.073308271,0,100632,,,,,,
0.016736402,0,100633,,,,,,
0.016736402,0,100634,,,,,,
0.004694836,0,100635,,,,,,
0.007153076,0,100636,,,,,,
0.163793103,1,100637,,,,,,
0.024464832,0,100638,,,,,,
0.080347448,0,100639,,,,,,
0.004694836,0,100640,,,,,,
0.007153076,0,100641,,,,,,
0.016736402,0,100642,,,,,,
0.018726592,0,100643,,,,,,
0.024464832,0,100644,,,,,,
0.080347448,0,100645,,,,,,
0,0,100646,,,,,,
0.016736402,0,100647,,,,,,
0.002967359,0,100648,,,,,,
0.032366071,0,100649,,,,,,
0.009876543,0,100650,,,,,,
0,0,100651,,,,,,
0.016736402,0,100652,,,,,,
0.007153076,0,100653,,,,,,
0.131078224,0,100654,,,,,,
0.007153076,0,100655,,,,,,
0.016736402,0,100656,,,,,,
0.01878287,0,100657,,,,,,
0.019543974,0,100658,,,,,,
0.080347448,0,100659,,,,,,
0.040662651,0,100660,,,,,,
0.024497487,0,100661,,,,,,
0.147420147,0,100662,,,,,,
0.016736402,0,100663,,,,,,
0.024497487,0,100664,,,,,,
0,0,100665,,,,,,
0.024497487,0,100666,,,,,,
0.007153076,0,100667,,,,,,
0.016736402,0,100668,,,,,,
0.016736402,0,100669,,,,,,
0,0,100670,,,,,,
0.016949153,0,100671,,,,,,
0.032366071,0,100672,,,,,,
0,0,100673,,,,,,
0.073308271,0,100674,,,,,,
0.01878287,0,100675,,,,,,
0.206632653,1,100676,,,,,,
0.035409035,0,100677,,,,,,
0.032366071,0,100678,,,,,,
0.058394161,0,100679,,,,,,
0.054380665,0,100680,,,,,,
0.080347448,0,100681,,,,,,
0.040662651,0,100682,,,,,,
0.016736402,0,100683,,,,,,
0.035409035,0,100684,,,,,,
0.01878287,0,100685,,,,,,
0.058394161,0,100686,,,,,,
0.054380665,0,100687,,,,,,
0.035409035,0,100688,,,,,,
0.035409035,0,100689,,,,,,
0.032366071,0,100690,,,,,,
0.024497487,0,100691,,,,,,
0.016736402,0,100692,,,,,,
0,0,100693,,,,,,
0.024464832,0,100694,,,,,,
0.01878287,0,100695,,,,,,
0.054380665,0,100696,,,,,,
0.019543974,0,100697,,,,,,
0.019543974,0,100698,,,,,,
0.080347448,0,100699,,,,,,
0.125,0,100700,,,,,,
0.073308271,0,100701,,,,,,
0.040662651,0,100702,,,,,,
0.007153076,0,100703,,,,,,
0.024497487,0,100704,,,,,,
0.01369863,0,100705,,,,,,
0.007153076,0,100706,,,,,,
0.073308271,0,100707,,,,,,
0.131078224,0,100708,,,,,,
0.002967359,0,100709,,,,,,
0.032366071,0,100710,,,,,,
0.01878287,0,100711,,,,,,
0.035409035,0,100712,,,,,,
0.016736402,0,100713,,,,,,
0.007153076,0,100714,,,,,,
0.024497487,0,100715,,,,,,
0.032366071,0,100716,,,,,,
0.007153076,0,100717,,,,,,
0.009876543,0,100718,,,,,,
0.163793103,1,100719,,,,,,
0.024497487,0,100720,,,,,,
0.032366071,0,100721,,,,,,
0.016736402,0,100722,,,,,,
0.080347448,0,100723,,,,,,
0.007153076,0,100724,,,,,,
0.007153076,0,100725,,,,,,
0.147420147,0,100726,,,,,,
0.040662651,0,100727,,,,,,
0.035409035,0,100728,,,,,,
0.058394161,0,100729,,,,,,
0.024497487,0,100730,,,,,,
0.035409035,0,100731,,,,,,
0.058394161,0,100732,,,,,,
0.016736402,0,100733,,,,,,
0.01878287,0,100734,,,,,,
0.007153076,0,100735,,,,,,
0.073308271,0,100736,,,,,,
0.080347448,0,100737,,,,,,
0.018726592,0,100738,,,,,,
0.095238095,0,100739,,,,,,
0.016736402,0,100740,,,,,,
0.080347448,0,100741,,,,,,
0.018726592,0,100742,,,,,,
0.035409035,0,100743,,,,,,
0.040662651,0,100744,,,,,,
0.009876543,0,100745,,,,,,
0.024497487,0,100746,,,,,,
0,0,100747,,,,,,
0.020100503,0,100748,,,,,,
0.004694836,0,100749,,,,,,
0,0,100750,,,,,,
0.040662651,0,100751,,,,,,
0.016736402,0,100752,,,,,,
0.073308271,0,100753,,,,,,
0.032366071,0,100754,,,,,,
0.01878287,0,100755,,,,,,
0.080347448,0,100756,,,,,,
0.016736402,0,100757,,,,,,
0.016736402,0,100758,,,,,,
0.024497487,0,100759,,,,,,
0.020100503,0,100760,,,,,,
0.125,0,100761,,,,,,
0.035409035,0,100762,,,,,,
0.007153076,0,100763,,,,,,
0,0,100764,,,,,,
0.095238095,0,100765,,,,,,
0.032366071,0,100766,,,,,,
0.018726592,0,100767,,,,,,
0.019543974,0,100768,,,,,,
0.004694836,0,100769,,,,,,
0.058394161,0,100770,,,,,,
0.024497487,0,100771,,,,,,
0.004694836,0,100772,,,,,,
0.024497487,0,100773,,,,,,
0.035409035,0,100774,,,,,,
0.080347448,0,100775,,,,,,
0.073308271,0,100776,,,,,,
0.019543974,0,100777,,,,,,
0.016736402,0,100778,,,,,,
0.073308271,0,100779,,,,,,
0.016736402,0,100780,,,,,,
0.125,0,100781,,,,,,
0.024497487,0,100782,,,,,,
0.035409035,0,100783,,,,,,
0.016736402,0,100784,,,,,,
0.007153076,0,100785,,,,,,
0.102564103,0,100786,,,,,,
0.01878287,0,100787,,,,,,
0.024497487,0,100788,,,,,,
0.01878287,0,100789,,,,,,
0.040662651,0,100790,,,,,,
0.016736402,0,100791,,,,,,
0,0,100792,,,,,,
0.01878287,0,100793,,,,,,
0.035409035,0,100794,,,,,,
0.016736402,0,100795,,,,,,
0.058394161,0,100796,,,,,,
0.024497487,0,100797,,,,,,
0,0,100798,,,,,,
0.058394161,0,100799,,,,,,
0.004694836,0,100800,,,,,,
0.032366071,0,100801,,,,,,
0.125,0,100802,,,,,,
0.016736402,0,100803,,,,,,
0.020100503,0,100804,,,,,,
0.004694836,0,100805,,,,,,
0.007153076,0,100806,,,,,,
0.004694836,0,100807,,,,,,
0.058394161,0,100808,,,,,,
0.024497487,0,100809,,,,,,
0,0,100810,,,,,,
0.032366071,0,100811,,,,,,
0.01878287,0,100812,,,,,,
0.007153076,0,100813,,,,,,
0.01878287,0,100814,,,,,,
0.009876543,0,100815,,,,,,
0.007153076,0,100816,,,,,,
0.01878287,0,100817,,,,,,
0.018726592,0,100818,,,,,,
0.035409035,0,100819,,,,,,
0.007153076,0,100820,,,,,,
0.016736402,0,100821,,,,,,
0.024497487,0,100822,,,,,,
0.032366071,0,100823,,,,,,
0.016736402,0,100824,,,,,,
0.024497487,0,100825,,,,,,
0.024497487,0,100826,,,,,,
0.024497487,0,100827,,,,,,
